date_time,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-01-01 13:00:00,9.506421044803226,10.277373808477584,5.25,40.89273294736567,86.61813133676156,8.654556143277876,25.882610896283836,23.49722057127042,21.687164698736513,30.183354601435123
2021-01-01 14:00:00,9.625019663318122,9.915743558620399,4.93,38.69814165338688,83.28457948997327,8.620403675571286,24.731288192093952,22.275140532483732,22.02349309900575,30.10729167048807
2021-01-01 15:00:00,9.071201168349342,9.558301914737656,4.4,36.36777166163872,81.08175356398388,8.170152745319186,23.02271287473553,21.65736766462893,20.989423686764113,28.736764822864167
2021-01-01 16:00:00,8.75,10.15,4.37,31.43,82.73,8.373025551841911,20.86,19.1,18.395328907998643,22.21
2021-01-01 17:00:00,5.45,9.17,4.58,37.6,81.45,8.433102843161958,22.3,19.02545825763999,17.984747739965982,21.58
2021-01-01 18:00:00,5.86,9.18,4.317499336614522,39.19,80.66,8.648708964818386,23.88,20.36302639240664,18.10582754189458,22.48
2021-01-01 19:00:00,5.84,9.7,4.57,40.9,83.85,9.109616921927476,23.75,19.66,18.293025820123276,23.43
2021-01-01 20:00:00,5.83,9.85,4.81,38.76,85.88,8.980068726957105,25.03,20.24832302345767,18.272549506429403,24.16
2021-01-01 21:00:00,5.81,9.3,4.46,34.63,79.68,8.320803904806361,22.55,17.96,17.979179291222582,22.23
2021-01-01 22:00:00,4.81,8.93,3.76,32.56,73.17,7.3991519020263015,19.37,16.507627944340413,16.87029757205456,19.98
2021-01-01 23:00:00,4.41,8.56,3.47,31.74,68.37,7.018546522918854,18.83,14.72,15.895607215313973,19.53
2021-01-02 00:00:00,3.36,8.16,3.18,30.05,63.15,6.644357563026556,16.83,13.68,16.476604338493843,18.86
2021-01-02 01:00:00,2.38,7.87,2.92,27.24,58.53,6.440106708783543,15.43,11.69,15.51178897892847,20.34
2021-01-02 02:00:00,3.24,7.76,2.79,27.08,54.75,6.2060879018663355,13.01,11.15,15.571869527162285,18.75
2021-01-02 03:00:00,3.14,7.66,2.6,26.69,54.35,6.139107711184692,12.55,10.83,15.158866493796669,18.08
2021-01-02 04:00:00,2.79,7.74,2.62,26.08,54.24,6.173824313359267,11.95,10.62,15.613724368495811,18.75
2021-01-02 05:00:00,3.8,7.86,2.75,23.65,55.12,6.217780742853208,12.7,11.21,15.62393828633494,19.48
2021-01-02 06:00:00,4.58,8.14,2.9,25.27,59.16,7.177000720994115,13.73,12.71,17.09228309577862,20.89
2021-01-02 07:00:00,5.84,8.89,3.57,31.16,67.11,8.973817041369193,17.44,14.73,16.87662026604781,21.84
2021-01-02 08:00:00,6.69,9.99,4.32,40.86,81.16,9.86379776255785,23.363637294410317,19.65,17.775482535481444,23.77
2021-01-02 09:00:00,7.88,11.08,5.15,46.8,95.97,10.068113526308542,29.32,24.24,19.540874172242702,25.62
2021-01-02 10:00:00,8.08,11.15,6.12,49.23,105.06,9.698009201674504,32.02,25.02,19.60345670170053,26.91
2021-01-02 11:00:00,7.61,10.99,5.77,44.694733246828235,103.48,9.592003664210313,31.24,24.58,20.05478336745682,27.68
2021-01-02 12:00:00,7.05,10.8,5.85,44.58,101.15,9.267446773632553,31.27,25.16,19.611032426510526,26.56
2021-01-02 13:00:00,6.74,10.53,5.25,44.17,97.19,9.152839945517188,28.97,23.4,18.728628097074264,25.9
2021-01-02 14:00:00,6.4,10.11,4.78,42.46,89.36,8.660235661331523,25.32,20.64,17.605299051162152,23.33
2021-01-02 15:00:00,5.81,9.67,4.52,40.15,83.81,8.29956248727142,23.9,19.65,17.61789064653503,23.89
2021-01-02 16:00:00,5.08,9.83,4.49,41.29,83.01,8.226196989088724,22.96,18.95,16.70888356440452,23.65
2021-01-02 17:00:00,4.97,9.35,4.58,36.73,82.11,8.444730814330804,24.85,19.38,16.823262887981187,21.65042218838782
2021-01-02 18:00:00,6.995290255301811,9.37,4.43,38.79,83.91,8.86906908945076,23.11,19.63,17.24646456940655,23.01
2021-01-02 19:00:00,5.88,9.97,4.63,37.09,86.15,8.677370293707856,24.77,19.98,17.422749178720736,23.13
2021-01-02 20:00:00,6.19,9.88,4.77,38.54,86.62,8.535354984762906,25.09,20.44,17.98158767143825,23.13
2021-01-02 21:00:00,5.54,9.11,4.23,33.1,80.58,8.13694217296228,22.42,18.8,17.52978430194804,22.72
2021-01-02 22:00:00,5.01,9.12,3.84,35.54,72.94,7.4644040554610775,20.26,15.5,16.798377515905283,22.18
2021-01-02 23:00:00,4.51,8.73,3.9,34.18,69.51,7.319986173293487,18.68,15.02,16.662929609237406,21.31
2021-01-03 00:00:00,4.15,8.16,3.31,31.63,63.92,7.061638334514127,16.61,12.86,15.806390434459182,20.6
2021-01-03 01:00:00,3.75,7.93,2.91,28.67,57.71,6.847817765045759,13.83,12.58,15.694864516488785,19.17
2021-01-03 02:00:00,3.69,7.75,2.8,23.01,55.47,6.473391900307444,12.8,11.24,15.575972100711564,19.79
2021-01-03 03:00:00,3.57,7.64,2.68,23.46,53.83,6.356250367750328,12.34,10.95,15.104519518577337,18.7
2021-01-03 04:00:00,3.59,7.6,2.58,22.14,53.97,6.267773808145158,12.17,10.71,15.419398069001627,19.12
2021-01-03 05:00:00,3.71,7.79,2.68,28.66,55.76,6.376495280271816,12.26,11.07,15.747599213817818,19.28
2021-01-03 06:00:00,4.26,7.77,2.94,30.05,58.07,6.65938665131136,13.66,11.5,16.38320123995862,20.56
2021-01-03 07:00:00,5.9,8.59,3.6,35.91,66.45,7.733283851280913,16.48,12.945787401302042,16.24381600077465,21.48
2021-01-03 08:00:00,7.435975371643444,10.03,4.59,41.01,82.35,9.43731731962211,22.66,17.15658206470068,16.691200968481382,23.97
2021-01-03 09:00:00,7.56,11.54,5.75,51.43,102.3,9.923828729616206,30.36,23.86,18.811428869657856,27.06
2021-01-03 10:00:00,8.14,11.78,6.33,47.45,109.06,10.040234520484416,35.0,26.62,18.60535058092994,26.91
2021-01-03 11:00:00,7.79,11.45,6.36,48.42,106.17,9.890568020135486,33.13,25.22,18.91357661402088,26.92
2021-01-03 12:00:00,6.88,11.76,6.08,48.71,103.93,9.632116044559726,30.96,24.73,19.290777060066965,27.24
2021-01-03 13:00:00,7.43,11.14,5.38,42.86714571103981,98.9,8.95788130939278,28.52,23.56,17.101689027127737,25.91
2021-01-03 14:00:00,7.09,9.94,5.37,41.911561746284065,91.47,8.673658277251135,26.19,21.3,16.968831122242914,24.63
2021-01-03 15:00:00,6.51,9.84,4.73,40.7,85.02,8.236709747586962,24.76,20.11,17.061359396484182,22.57
2021-01-03 16:00:00,5.91,9.52,4.61,38.91,82.99,8.255902515926913,23.45,19.58,16.96354008446909,23.07
2021-01-03 17:00:00,6.68,9.77,5.04,38.77,84.27,8.590401280009806,23.77,19.34,16.663474473797738,23.83
2021-01-03 18:00:00,6.8,9.97,4.98,39.23,86.69,8.778421832041838,24.12,20.15,17.158067181558156,23.04
2021-01-03 19:00:00,7.27,10.15,4.7,36.6,88.71,9.081923897116646,25.07,20.291540913606042,17.48256863558923,23.75
2021-01-03 20:00:00,7.33,10.16,4.91,42.1,89.56,8.955201013324823,26.05,19.79,17.954552617263147,24.42
2021-01-03 21:00:00,6.49,9.31,4.53,38.92,81.3,8.36609585402485,23.26,17.47,17.48583156492004,22.05
2021-01-03 22:00:00,6.04,9.29,3.78,35.04,74.51,7.576472060634443,20.04,17.06,16.933508598721428,22.25
2021-01-03 23:00:00,4.72,8.52,3.45,32.99,69.74,7.15560531265505,18.97,14.62,16.60551393773548,20.72
2021-01-04 00:00:00,3.96,7.99,3.39,27.12,62.71,6.763052781132164,15.98,13.58,16.631366733392653,20.11
2021-01-04 01:00:00,2.92,7.77,3.02,23.84,57.62,6.442925732182204,13.32,11.31,15.850101810702089,19.58
2021-01-04 02:00:00,3.18,7.7,2.82,24.42,55.04,6.2990496000195115,11.92,10.31,15.509318175491622,18.36
2021-01-04 03:00:00,3.63,7.67,2.73,25.82,53.98,6.2577793212091635,11.94,10.67,15.386447030824135,18.69
2021-01-04 04:00:00,3.17,7.66,2.79,28.54,54.54,6.137362819631046,11.99,10.66,15.33244686744909,19.73
2021-01-04 05:00:00,4.04,7.89,2.96,29.87,56.64,6.4479378932019715,12.89,11.43,16.788750897994014,20.05
2021-01-04 06:00:00,5.3,8.77,3.6,34.36,65.96,7.7104148695791475,16.11,14.06,17.983107630946385,22.6
2021-01-04 07:00:00,7.46,9.57,4.61,38.19,83.2,9.824429331693235,22.01,19.87,19.52525069240237,25.17
2021-01-04 08:00:00,10.2,10.21,4.92,42.35,96.01,9.7250129270986,28.0,23.78,20.991263126884594,27.4
2021-01-04 09:00:00,10.44,10.12,4.92,42.86,97.67,9.010221734189754,29.3,25.32,21.174182274913655,28.56
2021-01-04 10:00:00,11.23,10.35,5.17,39.65,94.78,8.617765884665772,26.47,25.02,21.648731547234195,28.01
2021-01-04 11:00:00,10.03,9.87,4.63,37.11,92.02,8.424217975666078,24.69,24.13,20.943457485733376,28.05
2021-01-04 12:00:00,8.53,9.85,4.87,42.39,89.48,8.380006901382522,24.16,23.35,20.875433842026897,29.13
2021-01-04 13:00:00,8.86,9.94,4.6,43.75,91.21,8.62672004892571,25.88,24.02,20.468626599287752,24.62
2021-01-04 14:00:00,8.46,9.58,4.86,38.77,87.67,8.366844214008392,24.91,21.42,21.20476518825569,27.73
2021-01-04 15:00:00,8.13,9.49,4.19,36.1,83.48,8.27245323652115,22.68,19.32,20.009697655007535,25.29
2021-01-04 16:00:00,6.14,9.23,4.2,34.81,80.79,7.900792058260029,21.04,18.73,18.393501444144903,26.17
2021-01-04 17:00:00,6.68,9.42,4.42,35.02,80.64,8.364621171866826,22.16,19.87,19.19903454350281,25.49
2021-01-04 18:00:00,5.8,9.39,4.61,38.79,83.89,8.694290225987862,22.7,20.71,18.301046446562868,24.81
2021-01-04 19:00:00,7.5,10.0,4.83,43.34,89.09,9.172938183928581,25.19,20.93,19.60865163868514,26.87
2021-01-04 20:00:00,7.43,9.93,4.7,43.88,90.59,9.156838613087332,26.26,20.45,18.24233974250713,24.86
2021-01-04 21:00:00,6.63,9.35,4.56,38.55,82.44,8.512816743776957,22.68,17.74,17.882393525347364,25.65
2021-01-04 22:00:00,5.98,8.77,3.88,37.55,74.42,7.398891066428708,19.01,16.54,17.116536734528527,22.19
2021-01-04 23:00:00,5.17,8.5,3.61,29.33,69.5,7.103847699616348,17.69,14.26,16.966649204383568,21.64
2021-01-05 00:00:00,4.58,8.07,3.25,27.2,62.75,6.649829169629561,15.81,13.7,17.113659093919562,20.76
2021-01-05 01:00:00,4.44,7.73,2.8,26.32,57.29,6.346428433495466,13.24,11.67,15.637101325764224,19.13
2021-01-05 02:00:00,10.44,7.74,2.63,27.94,55.29,6.128024758379145,12.25,10.28,16.239989201328346,18.99
2021-01-05 03:00:00,4.97,7.92,2.66,29.29,54.2,6.055716172368023,12.26,10.51,15.840388127400487,19.0
2021-01-05 04:00:00,4.22,7.83,2.64,30.64,54.05,6.1948651143769204,12.31,10.66,16.327235540922988,19.98
2021-01-05 05:00:00,4.79,8.03,2.84,29.42,56.05,6.399820026813062,12.83,10.93,16.569684421568855,20.73
2021-01-05 06:00:00,5.67,8.54,3.34,33.42,64.62,7.759445184976814,15.29,13.01,17.469825226503808,21.85
2021-01-05 07:00:00,6.53,9.76,4.25,35.61,80.21,10.191781180586627,21.15,18.11,18.56596227350472,24.5
2021-01-05 08:00:00,9.29,10.3,4.89,38.0,92.57,9.364960645717863,24.84,23.54,20.2054168873162,27.97
2021-01-05 09:00:00,8.86,10.31,5.05,44.27,96.96,9.318713020190254,27.52,23.67,21.81053122665113,28.7
2021-01-05 10:00:00,9.700105265844966,10.73,4.88,46.47,96.27,9.148678280042123,28.13,25.45,21.445982305049714,29.25
2021-01-05 11:00:00,8.18,10.75,4.98,47.5,93.23,9.287541139916508,26.27,23.85,21.920010045297236,30.02
2021-01-05 12:00:00,8.13,10.3,5.02,42.8,92.23,8.72626619985744,25.23,24.4,21.359990804867923,27.9
2021-01-05 13:00:00,8.27,9.73,4.73,44.41,91.29,9.327913305242207,25.92,23.12,19.914206741836093,26.0
2021-01-05 14:00:00,8.9,9.61,4.43,39.51,86.22,9.310766151498514,25.34,21.44,21.386047109178087,28.55
2021-01-05 15:00:00,8.72,9.72,4.41,35.17,81.82,9.046517781752968,22.37,20.23,20.07019139173922,25.67
2021-01-05 16:00:00,7.98,9.17,4.32,34.82,81.52,8.70509626251139,21.86,20.53,20.465831747466233,25.53
2021-01-05 17:00:00,7.17,9.63,4.51,40.79,80.82,9.05720199226557,22.58,20.71,19.06302577374652,24.5
2021-01-05 18:00:00,6.63,9.67,4.63,41.35,84.7,9.164322766580998,22.56,20.58,18.7184381001693,24.63
2021-01-05 19:00:00,7.36,10.09,4.66,42.26,88.7,9.483136544479489,23.69,20.24,18.831990202110603,25.27
2021-01-05 20:00:00,6.9,9.78,4.64,45.03,88.76,9.218625377111524,26.41,20.08,18.924593502956327,24.43
2021-01-05 21:00:00,5.85,9.21,4.25,37.09,81.82,8.475395304932384,23.45,17.98,18.51829858544888,25.65
2021-01-05 22:00:00,4.77,8.96,3.58,29.13,73.68,7.732003482829151,19.09,15.86,17.477730523411996,21.29
2021-01-05 23:00:00,3.91,8.38,3.72,29.35,70.32,7.255230492472465,18.35,15.3,17.54072560134958,20.94
2021-01-06 00:00:00,3.52,8.16,3.09,30.74,63.87,6.596400276700288,15.55,12.91,16.930181804525702,20.28
2021-01-06 01:00:00,2.76,7.8,2.83,29.05,57.43,6.226757588217134,12.51,11.34,16.056772605406696,18.71
2021-01-06 02:00:00,3.88,7.75,2.67,29.43,55.33,6.176428842739331,11.11,10.51,17.089599463251105,21.39
2021-01-06 03:00:00,4.78,7.74,2.6,29.51,54.31,6.131532187436262,10.12,10.66,16.46953992974146,19.79
2021-01-06 04:00:00,4.64,7.77,2.65,27.59,54.22,6.122348478547546,12.631644138522793,10.4,16.23854211382513,18.41
2021-01-06 05:00:00,4.39,7.74,2.87,24.35,55.12,6.471859454205409,12.355019422671536,10.71,15.64142034679571,18.26
2021-01-06 06:00:00,4.89,7.93,2.93,25.45,58.29,7.85111036326879,13.52,11.96,17.38857459488156,20.84
2021-01-06 07:00:00,6.08,8.8,3.44,31.9,67.63,10.145247047695317,21.9068427884395,19.755198420552162,18.39330185832949,21.87
2021-01-06 08:00:00,8.55,9.83,4.61,40.32,85.12,9.210553331727645,22.2,19.07,19.47874197499024,23.61
2021-01-06 09:00:00,8.48,11.04,5.57,49.42,102.33,9.17306628657453,28.76,24.43,20.383775390603084,25.25
2021-01-06 10:00:00,7.95,11.39,6.05,49.61,106.99,8.638428421127749,30.64,25.91,20.711025374046326,24.94
2021-01-06 11:00:00,8.06,11.14,5.91,43.64803711566876,103.47,8.097237613402834,31.29,24.46,20.36057371847868,24.54
2021-01-06 12:00:00,6.73,10.56,5.55,47.16,99.71,8.293977306484464,30.34,24.33,19.66109832624245,25.2
2021-01-06 13:00:00,6.78,10.44,5.45,41.01,97.42,8.458935384296753,27.88,22.51,19.19344887859488,25.76
2021-01-06 14:00:00,6.14,9.9,4.93,40.63,91.11,8.38361019293225,25.06,21.34,19.252983169710657,23.14
2021-01-06 15:00:00,6.05,9.57,4.57,40.07,85.37,8.319626199632587,22.37,19.87,18.432372565644073,23.19
2021-01-06 16:00:00,5.91,9.2,4.47,39.41,82.77,7.984813102845652,22.69,20.23,18.39311768104679,22.52
2021-01-06 17:00:00,5.72,9.61,4.81,40.65,85.45,8.56699178479183,24.59,20.5,18.40744193923279,23.98
2021-01-06 18:00:00,6.23,9.75,4.82,40.52299814728475,89.04,8.864100484946972,26.43,21.98,18.445674946808946,23.66
2021-01-06 19:00:00,6.77,10.29,4.78,40.77,89.76,9.325925294215827,26.38,21.8,19.115090669256418,24.52
2021-01-06 20:00:00,6.6,10.22,4.82,41.29,92.62,8.964959007062577,26.48,21.33,18.22150046208233,23.56
2021-01-06 21:00:00,5.5,9.5,4.44,36.92,82.56,8.394609183318718,24.42,18.63,17.89066011880685,22.7
2021-01-06 22:00:00,4.64,8.79,3.89,32.43,74.59,7.412887913454956,20.05,17.79,16.814323786148957,20.82
2021-01-06 23:00:00,4.13,8.86,3.56,31.8,69.66,6.981266307420174,19.68,15.69,17.311276398600832,22.35
2021-01-07 00:00:00,4.16,8.17,3.15,31.38,62.47,6.657927503457364,15.57,13.21,16.459165632110768,20.66
2021-01-07 01:00:00,4.01,7.82,2.76,29.62,56.74,6.378125339995057,13.01,11.16,15.882214127663673,19.85
2021-01-07 02:00:00,4.58,7.66,2.69,29.32,55.68,6.223379754023631,12.07,11.0,15.678245781761634,20.09
2021-01-07 03:00:00,4.12,7.86,2.66,28.66,54.21,6.141090176378242,12.1,10.27,16.42653469128921,20.43
2021-01-07 04:00:00,3.95,7.87,2.77,28.06,55.02,6.169358307788294,11.65,10.74,16.056782787217127,20.3
2021-01-07 05:00:00,3.12,8.25,3.07,29.07,57.05,6.449899244897448,12.89,11.73,16.432370805965522,21.04
2021-01-07 06:00:00,4.66,9.31,3.98,35.58,70.39,7.882777960524215,18.03,15.41,17.746922123835336,24.29
2021-01-07 07:00:00,7.47,10.57,4.83,40.1,93.64,9.992404732496357,25.94,22.89,20.115726255189273,28.25
2021-01-07 08:00:00,8.43,10.63,4.97,41.41,97.85,9.298262949693317,27.44,24.77,20.157998329087683,30.14
2021-01-07 09:00:00,8.47,10.54,4.89,44.02,96.79,9.005676630851871,28.0219153984639,26.23,21.4084409365052,29.9
2021-01-07 10:00:00,7.58,9.99,4.55,41.3,91.02,8.673877174246257,25.04,25.47,21.702563295664458,29.19
2021-01-07 11:00:00,7.77,9.41,4.74,38.04,88.03,8.559733465524323,23.02,23.96,21.45072362479942,30.66
2021-01-07 12:00:00,8.72,9.26,4.42,42.14,86.59,8.722311752614797,24.49,24.36,21.765348696479574,30.54
2021-01-07 13:00:00,9.05,9.24,4.43,42.66,87.92,8.375949504842398,24.38,24.71,21.54511213720708,30.53
2021-01-07 14:00:00,9.69,9.39,4.47,39.9,84.96,8.300913778405569,23.67,22.5,21.077849835793103,30.18
2021-01-07 15:00:00,9.47,9.43,4.23,36.01,81.85,8.15729970047275,21.84,20.79,19.258134379210798,26.79
2021-01-07 16:00:00,7.69,9.77,3.87,36.12,78.08,7.787615670495194,20.72,20.59,20.03978496348173,27.52
2021-01-07 17:00:00,7.34,9.29,4.32,36.52,80.26,8.52045029380476,19.94,20.71,19.720189754295113,28.0
2021-01-07 18:00:00,6.09,9.56,4.6,39.5,85.17,8.711630744920457,22.85,21.1,19.221273937289613,25.92
2021-01-07 19:00:00,6.1,10.28,4.53,41.55,88.69,8.945209110196018,25.18,22.2,19.855683356627555,26.7
2021-01-07 20:00:00,6.46,9.79,5.12,44.16,92.5,9.183888610534447,26.69,21.74,19.560063094269534,27.0
2021-01-07 21:00:00,5.69,9.68,4.59,39.68,83.68,8.420568866687104,22.83,19.65,18.06726210811137,25.91
2021-01-07 22:00:00,4.13,8.66,3.72,35.72,74.72,7.392481427530168,21.15,17.25,17.676046405362992,24.54
2021-01-07 23:00:00,3.52,8.42,3.47,30.03,69.49,6.827679365835282,17.71,14.38,17.623783604840074,21.61
2021-01-08 00:00:00,3.16,8.07,3.26,28.02,62.18,6.633371047769078,15.24,12.88,17.15091796990695,20.97
2021-01-08 01:00:00,3.85,7.76,2.74,25.61,56.33,6.36214393516697,12.26,11.04,16.812639650068938,21.72
2021-01-08 02:00:00,4.07,7.61,2.64,26.96,54.75,6.1220314345969165,9.97,10.54,16.52419476458364,20.57
2021-01-08 03:00:00,4.55,7.61,2.56,29.39,54.21,6.103222371485945,13.786717449673692,10.53,16.744073611651334,21.54
2021-01-08 04:00:00,4.3,7.67,2.6,29.28,54.81,6.103254656228172,11.502883109967579,10.81,17.059128961362035,22.05
2021-01-08 05:00:00,4.29,7.89,2.92,30.59,56.47,6.3880371589349085,10.96,11.55,16.949898171357546,22.36
2021-01-08 06:00:00,5.15,8.83,3.8,34.04,69.21,8.038561391540439,17.78,15.09,18.223392564511837,25.16
2021-01-08 07:00:00,7.55,10.04,4.95,40.11,94.54,10.162818182878553,25.72,22.51,20.472333095401716,28.29
2021-01-08 08:00:00,8.93,10.45,4.93,44.29,98.83,9.581445446573962,28.09,26.03,22.556143450743104,31.58
2021-01-08 09:00:00,9.9,10.03,5.04,45.33,96.51,9.164632947579104,28.31,25.74,22.93533751959581,31.58
2021-01-08 10:00:00,8.46,9.79,4.67,40.95,91.57,8.654003136097655,25.27,25.89,22.79078210448205,32.87
2021-01-08 11:00:00,7.63,9.49,4.49,43.56,89.99,8.487792670473288,24.57,24.33,21.923442422870693,30.8
2021-01-08 12:00:00,7.94,9.68,4.66,41.05,87.98,8.260039604599474,24.13,24.76,21.921903481227016,29.11
2021-01-08 13:00:00,8.61,9.64,4.59,41.89,88.19,8.548868399701638,25.73,24.25,21.451895639811124,30.61
2021-01-08 14:00:00,8.29,9.59,4.59,39.25,88.01,8.582035589864082,24.12,24.48,22.09350118329186,30.86
2021-01-08 15:00:00,8.05,9.52,4.33,36.62,84.16,8.121618976164292,20.57,20.91,20.474331774254647,29.88
2021-01-08 16:00:00,6.6,9.27,4.03,34.55,81.08,8.300211171168698,21.75,21.35,19.58446757829849,29.33
2021-01-08 17:00:00,7.64,9.19,4.3,39.77,80.36,8.39195416450801,21.91,21.13,19.335082012410787,28.15
2021-01-08 18:00:00,6.52,9.62,4.62,42.66,84.23,8.655118743946534,23.97,21.76,18.924014912925337,28.24
2021-01-08 19:00:00,7.5,9.92,4.6,42.62,88.14,9.132507565448618,24.63,21.99,18.694179888508536,27.59
2021-01-08 20:00:00,7.33,9.97,4.73,44.3,90.08,8.955896465456771,26.01,20.42,18.65265704543091,25.47
2021-01-08 21:00:00,6.31,9.45,4.44,37.98,82.34,8.354405727581952,22.91,18.25,18.28149095348861,24.68
2021-01-08 22:00:00,5.29,9.18,3.8,31.96,74.83,7.39138426241751,19.21,17.05,17.27437474186813,24.36
2021-01-08 23:00:00,4.49,8.34,3.45,28.91,70.01,7.008325372877336,18.32,16.02,17.08167425732263,21.92
2021-01-09 00:00:00,3.75,8.06,3.18,29.94,62.97,6.626191528738731,15.59,13.77,16.949814639724686,21.42
2021-01-09 01:00:00,3.55,7.78,2.83,29.42,57.83,6.406303616332276,13.6,11.4,15.726358401176551,20.4
2021-01-09 02:00:00,4.18,7.67,2.69,28.68,55.29,6.186604577255197,12.59,10.2,15.679500211053432,21.08
2021-01-09 03:00:00,3.17,7.71,2.65,27.7,54.56,6.125950975356519,12.04,10.95,15.63994735450378,20.72
2021-01-09 04:00:00,2.74,7.65,2.6,29.11,54.72,6.188686862534558,12.16,10.42,15.78574870845961,20.5
2021-01-09 05:00:00,2.58,8.27,2.95,30.1,56.16,6.203081144580188,12.7,11.06,15.9475104671181,19.22
2021-01-09 06:00:00,3.36,8.343966477561894,3.25,28.47,61.09,7.195232141254202,14.76,13.53,16.924489014007058,20.79
2021-01-09 07:00:00,6.07,9.26,3.88,33.39,73.45,9.026152872994816,19.45,17.47,17.319618912951658,24.41
2021-01-09 08:00:00,7.76,10.35,4.81,44.01,89.5,9.881922085215614,26.16,21.23,18.376185136973092,25.03
2021-01-09 09:00:00,8.65,11.48,5.74,54.44,103.95,10.048358060527493,31.76,26.0,19.989724685267614,29.08
2021-01-09 10:00:00,9.27,11.5,5.91,50.78,106.22,9.684201110813584,30.5,25.69,20.058462177267348,29.45
2021-01-09 11:00:00,8.51,11.64,6.03,48.18,102.9,9.550737105238666,30.15,24.11,19.502415984358652,27.79
2021-01-09 12:00:00,7.89,10.4,5.7,46.29,99.89,9.189181342823908,28.39,24.72,19.24579995769492,26.54
2021-01-09 13:00:00,7.41,10.57,5.33,44.98,98.09,9.132987120461456,29.43,23.88,19.14631026191092,26.27
2021-01-09 14:00:00,6.4,10.41,5.09,40.56,91.73,8.696211199464528,26.17,23.06,18.31002946553462,25.46
2021-01-09 15:00:00,6.56,9.8,4.73,40.03,85.93,8.335745194768569,25.24,21.17,17.742696147924267,23.86
2021-01-09 16:00:00,5.74,9.99,4.53,41.78,84.56,8.247155800657906,22.85,19.67,17.644829546520526,24.95
2021-01-09 17:00:00,5.55,9.84,4.39,38.84,84.23,8.456633887707756,23.38,20.53,18.29744733396853,23.73
2021-01-09 18:00:00,5.7,9.98,4.93,43.58,86.16,8.848300188998724,24.16,20.99,17.985111420020214,23.12
2021-01-09 19:00:00,6.52,9.62,4.59,42.99,85.73,8.68697431613581,25.1,20.22,17.82333065472553,24.32
2021-01-09 20:00:00,6.7,10.0,4.68,39.25,87.11,8.575834827904105,25.75,20.14,18.245974053593738,23.91
2021-01-09 21:00:00,6.48,9.45,4.32,36.55,81.37,8.127752732317264,23.02,18.67,17.68945423020641,22.49
2021-01-09 22:00:00,5.29,9.02,3.86,32.81,74.49,7.457764569866179,20.21,16.28,17.158424520919716,21.49
2021-01-09 23:00:00,4.78,8.71,3.63,34.0,69.23,7.325706701775152,18.09,15.13,17.49869174338048,21.9
2021-01-10 00:00:00,4.53,8.18,3.44,28.890065497900224,62.83,7.015597950655387,16.43,13.51,16.39549490805399,20.34
2021-01-10 01:00:00,3.88,7.91,3.05,31.28,58.08,6.83273614084703,13.04,11.82,16.031129157033163,19.39
